rank,name,year
801,Sultan Qaboos University,2022
801,Symbiosis International University,2022
801,University of Szeged,2022
801,Technical University of Crete,2022
801,Technical University of Madrid,2022
801,"University of Technology, Iraq",2022
801,University of Tehran,2022
801,Teikyo University,2022
801,Universiti Tenaga Nasional (UNITEN),2022
801,University of Texas at El Paso,2022
801,University of Texas Rio Grande Valley,2022
801,University of Thessaly,2022
801,Tomsk Polytechnic University,2022
801,University of Trás-os-Montes and Alto Douro,2022
801,Tribhuvan University,2022
801,Veltech University,2022
801,Vilnius University,2022
801,VIT University,2022
801,Waseda University,2022
801,University of Westminster,2022
801,Wuhan University of Technology,2022
801,Xidian University,2022
801,Yasouj University,2022
801,Yeungnam University,2022
801,Zagazig University,2022
801,Zewail City of Science and Technology,2022
801,Zhejiang University of Finance and Economics,2022
1001,Acharya Nagarjuna University,2022
1001,University of A Coruña,2022
1001,"Adam Mickiewicz University, Poznań",2022
1001,Aichi Medical University,2022
1001,Ain Shams University,2022
1001,Al-Azhar University,2022
1001,Alexandria University,2022
1001,University of Almería,2022
1001,"University of the Andes, Chile",2022
1001,University of Antioquia,2022
1001,Assiut University,2022
1001,Atatürk University,2022
1001,Atılım University,2022
1001,Babeş-Bolyai University,2022
1001,Bandung Institute of Technology (ITB),2022
1001,Bangladesh Agricultural University (BAU),2022
1001,Beijing Forestry University,2022
1001,Beijing Jiaotong University,2022
1001,Beijing University of Technology,2022
1001,Bezmiâlem Vakif University,2022
1001,Bowling Green State University,2022
1001,University of Brasília,2022
1001,University of Cadiz,2022
1001,Canterbury Christ Church University,2022
1001,Cardiff Metropolitan University,2022
1001,Technical University of Cartagena,2022
1001,University of Castilla-La Mancha,2022
1001,The Catholic University of Korea,2022
1001,Universidad Católica San Antonio de Murcia (UCAM),2022
1001,Central University of Finance and Economics,2022
1001,Chengdu University,2022
1001,Chiang Mai University,2022
1001,Chiba University,2022
1001,China University of Petroleum (East China),2022
1001,China Pharmaceutical University,2022
1001,Chonnam National University,2022
1001,Chungnam National University,2022
1001,Chung Yuan Christian University,2022
1001,Comenius University in Bratislava,2022
1001,University of Concepción,2022
1001,Czech University of Life Sciences Prague (CZU),2022
1001,Czech Technical University in Prague,2022
1001,Dr B.R. Ambedkar National Institute of Technology Jalandhar,2022
1001,Duzce University,2022
1001,Universidade Estadual Paulista (Unesp),2022
1001,Fayoum University,2022
1001,Universidade Federal do ABC (UFABC),2022
1001,Federal University of Pelotas,2022
1001,Federal University of Rio de Janeiro,2022
1001,Federal University of São Carlos,2022
1001,Ferdowsi University of Mashhad,2022
1001,University of La Frontera,2022
1001,Fu Jen Catholic University,2022
1001,Gdańsk University of Technology,2022
1001,Georgia Southern University,2022
1001,University of Ghana,2022
1001,Guangxi University,2022
1001,University of Guilan,2022
1001,Guru Jambheshwar University of Science and Technology,2022
1001,Hamamatsu University School of Medicine,2022
1001,Université Polytechnique Hauts-de-France,2022
1001,Huaqiao University,2022
1001,Hyogo College of Medicine,2022
1001,Ibn Tofaïl University,2022
1001,Ilmenau University of Technology,2022
1001,Incheon National University,2022
1001,Indian Institute of Technology Bhubaneswar,2022
1001,Indian Institute of Technology (Indian School of Mines) Dhanbad,2022
1001,Indian Institute of Science Education and Research Bhopal,2022
1001,Indian Institute of Technology Mandi,2022
1001,Inha University,2022
1001,The Islamia University of Bahawalpur,2022
1001,Istanbul University,2022
1001,Jamia Hamdard University,2022
1001,University of Jeddah,2022
1001,Jeonbuk National University,2022
1001,Jianghan University,2022
1001,Jilin University,2022
1001,Kanazawa University,2022
1001,Kaohsiung Medical University,2022
1001,Karabük University,2022
1001,Kharkiv National University of Radio Electronics,2022
1001,King Faisal University,2022
1001,King George’s Medical University,2022
1001,KL University,2022
1001,K.N. Toosi University of Technology,2022
1001,Kumamoto University,2022
1001,Kwame Nkrumah University of Science and Technology,2022
1001,Kyoto Prefectural University of Medicine,2022
1001,University of Lahore,2022
1001,University of Las Palmas de Gran Canaria,2022
1001,Lebanese University,2022
1001,University of León,2022
1001,Lorestan University,2022
1001,Lovely Professional University,2022
1001,University of Malaga,2022
1001,Universiti Malaysia Perlis,2022
1001,Manipal Academy of Higher Education,2022
1001,University of Manouba,2022
1001,University of Maribor,2022
1001,University of Mazandaran,2022
1001,Medical University of Bialystok,2022
1001,Medical University of Warsaw,2022
1001,Minia University,2022
1001,Mississippi State University,2022
1001,Morgan State University,2022
1001,University of Mumbai,2022
1001,University of Murcia,2022
1001,Nagasaki University,2022
1001,Nanjing University of Aeronautics and Astronautics,2022
1001,National Central University,2022
1001,National Chengchi University,2022
1001,National University of Colombia,2022
1001,National Dong Hwa University,2022
1001,"National Institute of Technology, Tiruchirappalli",2022
1001,National University of San Martín,2022
1001,National Taipei University of Technology,2022
1001,National Yunlin University of Science and Technology,2022
1001,Nicolaus Copernicus University in Toruń,2022
1001,North China Electric Power University,2022
1001,Northwest University,2022
1001,Oakland University,2022
1001,Óbuda University,2022
1001,Ocean University of China,2022
1001,Okayama University,2022
1001,Osmania University,2022
1001,Ozyegin University,2022
1001,Pavol Jozef Šafárik University in Košice,2022
1001,Universitas Pendidikan Indonesia,2022
1001,Polytechnic Institute of Porto,2022
1001,Pondicherry University,2022
1001,Pontifical Catholic University of Peru,2022
1001,Pontifical Catholic University of Valparaíso,2022
1001,Pontifícia Universidade Católica do Paraná,2022
1001,University of Primorska,2022
1001,Public University of Navarre,2022
1001,University of Puerto Rico,2022
1001,University of the Punjab,2022
1001,University Rey Juan Carlos,2022
1001,Riga Technical University,2022
1001,Rikkyo University,2022
1001,Robert Gordon University,2022
1001,Rowan University,2022
1001,Université Saint-Joseph de Beyrouth,2022
1001,Saitama Medical University,2022
1001,San Jose State University,2022
1001,University of Sargodha,2022
1001,SASTRA University,2022
1001,Sechenov University,2022
1001,Semnan University,2022
1001,University of Seoul,2022
1001,University of Seville,2022
1001,​Shahid Chamran University of Ahvaz,2022
1001,Shahrekord University,2022
1001,Shahrood University of Technology,2022
1001,Shanghai Maritime University,2022
1001,Shiga University of Medical Science,2022
1001,Siberian Federal University,2022
1001,University of Social Welfare and Rehabilitation Sciences,2022
1001,Sogang University,2022
1001,University of the South Pacific,2022
1001,South Ural State University,2022
1001,University of South Wales,2022
1001,Southwest Jiaotong University,2022
1001,University of Split,2022
1001,Sri Venkateswara University,2022
1001,Staffordshire University,2022
1001,St Marianna University School of Medicine,2022
1001,SWPS University of Social Sciences and Humanities,2022
1001,Tallinn University,2022
1001,Tanta University,2022
1001,Technological University Dublin,2022
1001,University of Technology of Compiègne,2022
1001,University of Technology of Troyes,2022
1001,Teesside University,2022
1001,Texas State University,2022
1001,Tezpur University,2022
1001,Tokyo University of Agriculture and Technology,2022
1001,Tokyo Medical University,2022
1001,Tshwane University of Technology,2022
1001,University of Tunis El Manar,2022
1001,Universiti Tunku Abdul Rahman (UTAR),2022
1001,Ural Federal University,2022
1001,Urmia University,2022
1001,"Vietnam National University, Hanoi",2022
1001,University of Vigo,2022
1001,Vilnius Gediminas Technical University (Vilnius Tech),2022
1001,"Visvesvaraya National Institute of Technology, Nagpur",2022
1001,Volgograd State Technical University,2022
1001,University of West Bohemia,2022
1001,University of Wolverhampton,2022
1001,Xiangtan University,2022
1001,Yangzhou University,2022
1001,Yıldız Technical University,2022
1001,University of Zagreb,2022
1001,Zanjan University of Medical Sciences,2022
1001,University of Zaragoza,2022
1001,Zhejiang University of Technology,2022
1001,University of Žilina,2022
1201,University of Abou Bekr Belkaïd Tlemcen,2022
1201,Acıbadem University,2022
1201,Adolfo Ibáñez University,2022
1201,AGH University of Science and Technology,2022
1201,Universitas Airlangga,2022
1201,Akdeniz University,2022
1201,Akita University,2022
1201,Aksaray University,2022
1201,Alexandru Ioan Cuza University,2022
1201,Al-Farabi Kazakh National University,2022
1201,University of Alicante,2022
1201,Alzahra University,2022
1201,Amity University,2022
1201,Anadolu University,2022
1201,"University of the Andes, Venezuela",2022
1201,Andhra University,2022
1201,Universidad Andrés Bello (UNAB),2022
1201,Ankara University,2022
1201,Annamalai University,2022
1201,Aoyama Gakuin University,2022
1201,"Arab Academy for Science, Technology and Maritime Transport",2022
1201,Arak University,2022
1201,Ariel University,2022
1201,Austral University of Chile,2022
1201,Universidad Autónoma del Estado de Hidalgo,2022
1201,Universidad Autónoma del Estado de Mexico (UAEMex),2022
1201,Universidad Autónoma del Estado de Morelos,2022
1201,Universidad Autónoma de Nuevo León (UANL),2022
1201,Universidad Autónoma de Querétaro,2022
1201,Universidad Autónoma de Yucatán,2022
1201,Autonomous University of Baja California,2022
1201,Autonomous University of Sinaloa,2022
1201,Badji Mokhtar University – Annaba,2022
1201,University of Baghdad,2022
1201,Bahauddin Zakariya University,2022
1201,Baku State University,2022
1201,Banasthali University,2022
1201,Bangladesh University of Engineering and Technology,2022
1201,Bashkir State University,2022
1201,Başkent University,2022
1201,University of Basrah,2022
1201,University of Béjaïa,2022
1201,Belarusian State University,2022
1201,Belgorod State National Research University,2022
1201,Benemérita Universidad Autónoma de Puebla,2022
1201,BINUS University,2022
1201,University of Bío-Bío,2022
1201,University of Birjand,2022
1201,University of Biskra,2022
1201,Blida 1 University,2022
1201,Bolu Abant Izzet Baysal University,2022
1201,University of Botswana,2022
1201,University of Brawijaya,2022
1201,Brno University of Technology,2022
1201,Bu-Ali Sina University,2022
1201,University of Bucharest,2022
1201,Budapest University of Technology and Economics,2022
1201,Burapha University,2022
1201,University of Burgos,2022
1201,Bursa Uludağ University,2022
1201,University of Calcutta,2022
1201,University of Carthage,2022
1201,Catholic University of the North,2022
1201,University of Caxias do Sul,2022
1201,Ceará State University,2022
1201,Chang Gung University of Science and Technology,2022
1201,Chaoyang University of Technology,2022
1201,"University of Chemistry and Technology, Prague",2022
1201,University of Chester,2022
1201,Chiba Institute of Technology,2022
1201,Chubu University,2022
1201,Chungbuk National University,2022
1201,Chuo University,2022
1201,Cochin University of Science and Technology,2022
1201,University of Colorado Colorado Springs,2022
1201,Comillas Pontifical University,2022
1201,Corvinus University of Budapest,2022
1201,Cracow University of Technology,2022
1201,Cukurova University,2022
1201,Damghan University,2022
1201,University of Dar es Salaam,2022
1201,De La Salle University,2022
1201,Del Rosario University,2022
1201,Democritus University of Thrace,2022
1201,Dicle University,2022
1201,Diponegoro University,2022
1201,Dokkyo Medical University,2022
1201,Dokuz Eylül University,2022
1201,Doshisha University,2022
1201,Dumlupinar University,2022
1201,Dunarea de Jos University of Galati,2022
1201,EAFIT University,2022
1201,Prague University of Economics and Business,2022
1201,Ege University,2022
1201,Ehime University,2022
1201,The University of Electro-Communications,2022
1201,University of Engineering & Technology (UET) Lahore,2022
1201,Erciyes University,2022
1201,Erzincan Binali Yıldırım University,2022
1201,Escuela Politécnica Nacional,2022
1201,Escuela Superior Politécnica del Litoral,2022
1201,Eskişehir Osmangazi University,2022
1201,Universidade do Estado do Rio de Janeiro (UERJ),2022
1201,Universidade do Estado de Santa Catarina,2022
1201,Universidade Estadual de Maringá,2022
1201,Universidade Estadual do Oeste do Paraná (Unioeste),2022
1201,Far Eastern Federal University,2022
1201,Universidade Federal da Bahia,2022
1201,Universidade Federal do Ceará (UFC),2022
1201,Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),2022
1201,Universidade Federal do Triângulo Mineiro,2022
1201,Federal University of Espírito Santo,2022
1201,Federal University of Goiás,2022
1201,Universidade Federal da Grande Dourados,2022
1201,Federal University of Itajubá,2022
1201,Universidade Federal de Juiz de Fora,2022
1201,Federal University of Lavras,2022
1201,Universidade Federal do Maranhão (UFMA),2022
1201,Federal University of Mato Grosso do Sul,2022
1201,Universidade Federal de Ouro Preto (UFOP),2022
1201,Federal University of Pará,2022
1201,Universidade Federal do Paraná (UFPR),2022
1201,Federal University of Pernambuco,2022
1201,Federal University of Piauí,2022
1201,Federal University of Rio Grande do Norte (UFRN),2022
1201,Federal Rural University of Pernambuco,2022
1201,Universidade Federal Rural do Semi-Arido,2022
1201,Federal University of Santa Maria,2022
1201,Federal University of Tocantins,2022
1201,Federal University of Uberlândia,2022
1201,Federal University of Vales do Jequitinhonha e Mucuri,2022
1201,Federal University of Viçosa,2022
1201,Federico Santa María Technical University,2022
1201,Feng Chia University,2022
1201,Fluminense Federal University,2022
1201,Université Frères Mentouri Constantine 1,2022
1201,Universidad de las Fuerzas Armadas – ESPE,2022
1201,University of Fukui,2022
1201,Fukuoka University,2022
1201,Universitas Gadjah Mada,2022
1201,Gazi University,2022
1201,Gaziantep University,2022
1201,University of Gdańsk,2022
1201,Gebze Technical University,2022
1201,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures",2022
1201,German University in Cairo,2022
1201,Gheorghe Asachi Technical University of Iaşi,2022
1201,Gifu University,2022
1201,GITAM University,2022
1201,Government College University Lahore,2022
1201,Grand Valley State University,2022
1201,Grigore T. Popa University of Medicine and Pharmacy,2022
1201,University of Guadalajara,2022
1201,University of Guanajuato,2022
1201,Gubkin Russian State University of Oil and Gas,2022
1201,Gunma University,2022
1201,Gyeongsang National University,2022
1201,Hakim Sabzevari University,2022
1201,Hallym University,2022
1201,Hanoi University of Science and Technology,2022
1201,Hasanuddin University,2022
1201,The Hashemite University,2022
1201,Université Hassan 1er,2022
1201,Université Hassan II de Casablanca,2022
1201,University of Havana,2022
1201,Hellenic Open University,2022
1201,Helwan University,2022
1201,Hosei University,2022
1201,University of Hradec Králové,2022
1201,Hungarian University of Agriculture and Life Sciences,2022
1201,University of Hyogo,2022
1201,Ibaraki University,2022
1201,Ilia State University,2022
1201,University of Ilorin,2022
1201,Immanuel Kant Baltic Federal University,2022
1201,Universidad Industrial de Santander (UIS),2022
1201,Instituto Politécnico Nacional (IPN),2022
1201,IPB University,2022
1201,Irkutsk State University,2022
1201,I-Shou University,2022
1201,Istanbul Medipol University,2022
1201,Ivane Javakhishvili Tbilisi State University,2022
1201,Ivan Franko National University of Lviv,2022
1201,Ivanovo State University of Chemistry and Technology,2022
1201,Iwate University,2022
1201,Izmir Institute of Technology,2022
1201,Jan Evangelista Purkyně University,2022
1201,Jawaharlal Nehru Technological University Anantapur (JNTUA),2022
1201,Jean Moulin University – Lyon 3,2022
1201,Jeju National University,2022
1201,Kagawa University,2022
1201,Kagoshima University,2022
1201,Kanagawa University,2022
1201,Kanazawa Medical University,2022
1201,Kangwon National University,2022
1201,Kansai University,2022
1201,University of Karachi,2022
1201,Karadeniz Technical University,2022
1201,Kasetsart University,2022
1201,Kaunas University of Technology,2022
1201,Kazan National Research Technical University,2022
1201,Kazan National Research Technological University,2022
1201,Kharazmi University,2022
1201,Khon Kaen University,2022
1201,King Mongkut’s Institute of Technology Ladkrabang,2022
1201,King Mongkut's University of Technology North Bangkok,2022
1201,Kitasato University,2022
1201,Kocaeli University,2022
1201,Kochi University,2022
1201,Kochi University of Technology,2022
1201,Kogakuin University,2022
1201,Kookmin University,2022
1201,Universiti Kuala Lumpur,2022
1201,Kunming University of Science and Technology,2022
1201,Kwansei Gakuin University,2022
1201,Kyoto Sangyo University,2022
1201,Kyoto Institute of Technology,2022
1201,Kyushu Institute of Technology (Kyutech),2022
1201,Latvia University of Life Sciences and Technologies,2022
1201,University of Lethbridge,2022
1201,L.N. Gumilyov Eurasian National University,2022
1201,Lobachevsky State University of Nizhni Novgorod,2022
1201,University of Łódź,2022
1201,Lodz University of Technology,2022
1201,Londrina State University,2022
1201,Lucian Blaga University of Sibiu,2022
1201,University of Lucknow,2022
1201,"Lumière University, Lyon 2",2022
1201,Mackenzie Presbyterian University,2022
1201,Maharaja Sayajirao University of Baroda,2022
1201,Mahasarakham University,2022
1201,Universiti Malaysia Sarawak (UNIMAS),2022
1201,Maria Curie-Skłodowska University (UMCS),2022
1201,Marmara University,2022
1201,University of Marrakech Cadi Ayyad,2022
1201,Matej Bel University,2022
1201,Meiji University,2022
1201,Meijo University,2022
1201,Mendel University in Brno,2022
1201,M’Hamed Bougara University of Boumerdès,2022
1201,Universidad Michoacana de San Nicolás de Hidalgo,2022
1201,Mie University,2022
1201,Ming Chi University of Technology,2022
1201,Ming Chuan University,2022
1201,MIREA - Russian Technological University,2022
1201,University of Miskolc,2022
1201,University of Miyazaki,2022
1201,University Mohamed Boudiaf of M’Sila,2022
1201,Mohammed V University of Rabat,2022
1201,University of Monastir,2022
1201,University of Montenegro,2022
1201,Moscow Aviation Institute,2022
1201,Moscow Polytechnic University,2022
1201,Moscow Power Engineering Institute,2022
1201,Multimedia University,2022
1201,Muroran Institute of Technology,2022
1201,Mustansiriyah University,2022
1201,University of Mysore,2022
1201,Universidad Nacional del Litoral,2022
1201,Universidad Nacional Mayor de San Marcos,2022
1201,Nagaoka University of Technology,2022
1201,Nagoya City University,2022
1201,Nagoya Institute of Technology,2022
1201,Nara Medical University,2022
1201,Naresuan University,2022
1201,National Changhua University of Education,2022
1201,National Chiayi University,2022
1201,National Chi Nan University,2022
1201,National Chin-Yi University of Technology,2022
1201,National Chung Cheng University,2022
1201,National Chung Hsing University,2022
1201,National University of Córdoba,2022
1201,National University of Cuyo,2022
1201,National Ilan University,2022
1201,National University of Kaohsiung,2022
1201,National Research University of Electronic Technology (MIET),2022
1201,National Research Saratov State University,2022
1201,National University of the South,2022
1201,National Taipei University,2022
1201,National Taiwan Ocean University,2022
1201,National Technical University Kharkiv Polytechnic Institute,2022
1201,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic Institute,2022
1201,National United University,2022
1201,Necmettin Erbakan University,2022
1201,University of Nigeria Nsukka,2022
1201,Slovak University of Agriculture in Nitra,2022
1201,Nizhny Novgorod State Technical University,2022
1201,University of North Carolina Wilmington,2022
1201,"University of the North, Colombia",2022
1201,North-Eastern Federal University,2022
1201,Nosov Magnitogorsk State Technical University,2022
1201,Universidade Nove de Julho (Uninove),2022
1201,University of Novi Sad,2022
1201,Novosibirsk State Technical University,2022
1201,Obafemi Awolowo University,2022
1201,Ochanomizu University,2022
1201,Oita University,2022
1201,Oles Honchar Dnipro National University,2022
1201,Omsk State Technical University,2022
1201,Ondokuz Mayis University,2022
1201,University of Oradea,2022
1201,Osaka City University,2022
1201,Osaka Institute of Technology,2022
1201,Osaka Medical College,2022
1201,Osaka Prefecture University,2022
1201,University of Ostrava,2022
1201,Universitas Padjadjaran,2022
1201,University of Pannonia,2022
1201,University of Pardubice,2022
1201,Paris Nanterre University,2022
1201,University of Passo Fundo (UPF),2022
1201,University of Pau and Pays de l’Adour,2022
1201,Pavlov First Saint Petersburg State Medical University,2022
1201,Perm National Research Polytechnic University,2022
1201,Perm State University,2022
1201,University of Pernambuco,2022
1201,Persian Gulf University,2022
1201,Pirogov Russian National Research Medical University,2022
1201,PMAS Arid Agriculture University Rawalpindi,2022
1201,Universidad Politécnica Salesiana,2022
1201,Polytechnic University of Bucharest,2022
1201,Polytechnic University of Timişoara,2022
1201,Pontifical Catholic University of Minas Gerais,2022
1201,Universidad Pontificia Bolivariana (UPB),2022
1201,Port Said University,2022
1201,Poznan University of Technology,2022
1201,Prince of Songkla University,2022
1201,Privolzhsky Research Medical University,2022
1201,PSG College of Technology,2022
1201,Purdue University Northwest,2022
1201,Qassim University,2022
1201,Razi University,2022
1201,Recep Tayyip Erdoğan University,2022
1201,University of Rijeka,2022
1201,Ritsumeikan University,2022
1201,Russian Presidential Academy of National Economy and Public Administration,2022
1201,Ryukoku University,2022
1201,University of the Ryukyus,2022
1201,Rzeszów University of Technology,2022
1201,University of La Sabana,2022
1201,Saga University,2022
1201,Saitama University,2022
1201,Sakarya University,2022
1201,Samara National Research University (Samara University),2022
1201,Samara State Technical University,2022
1201,San Sebastián University,2022
1201,"University of Santiago, Chile (USACH)",2022
1201,Sapporo Medical University,2022
1201,Satbayev University,2022
1201,Sathyabama Institute of Science and Technology,2022
1201,University of Science and Technology of Oran Mohamed-Boudiaf,2022
1201,Universitas Sebelas Maret,2022
1201,Selçuk University,2022
1201,Semnan University of Medical Sciences and Health Services,2022
1201,Seoul National University of Science and Technology (SeoulTech),2022
1201,University of Sfax,2022
1201,Shahed University,2022
1201,Shahid Bahonar University of Kerman,2022
1201,Shahid Rajaee Teacher Training University,2022
1201,University of Shanghai for Science and Technology,2022
1201,Shibaura Institute of Technology,2022
1201,Shimane University,2022
1201,Shinshu University,2022
1201,Shizuoka University,2022
1201,University of Shizuoka,2022
1201,Showa University,2022
1201,Siksha ‘O’ Anusandhan,2022
1201,Silesian University of Technology,2022
1201,Silpakorn University,2022
1201,University of Sistan and Baluchestan,2022
1201,Sivas Cumhuriyet University,2022
1201,Slovak University of Technology in Bratislava,2022
1201,Sofia University,2022
1201,University of Sonora,2022
1201,Soonchunhyang University,2022
1201,Soongsil University,2022
1201,Sophia University,2022
1201,University of Sousse,2022
1201,University of South China,2022
1201,Southern Federal University,2022
1201,Southwest Petroleum University,2022
1201,Southwest State University,2022
1201,Srinakharinwirot University,2022
1201,SRM Institute of Science and Technology,2022
1201,State University of Ponta Grossa,2022
1201,State University of Santa Cruz,2022
1201,St Petersburg Electrotechnical University (LETI),2022
1201,Süleyman Demirel University,2022
1201,Suranaree University of Technology,2022
1201,Taif University,2022
1201,University of Talca,2022
1201,Tamil Nadu Agricultural University,2022
1201,Tamkang University,2022
1201,University of Tarapacá,2022
1201,Taras Shevchenko National University of Kyiv,2022
1201,Technical University of Cluj-Napoca,2022
1201,Technical University of Košice,2022
1201,Technical University of Liberec,2022
1201,Technical University of Loja,2022
1201,Technical University of Sofia,2022
1201,Universidade Tecnológica Federal do Paraná (UTFPR),2022
1201,Universiti Teknikal Malaysia Melaka,2022
1201,Universiti Teknologi MARA,2022
1201,Institut Teknologi Sepuluh Nopember,2022
1201,Telkom University,2022
1201,Thammasat University,2022
1201,TOBB University of Economics and Technology,2022
1201,Toho University,2022
1201,Tokai University,2022
1201,Tokat Gaziosmanpaşa University,2022
1201,Tokushima University,2022
1201,Tokyo University of Agriculture,2022
1201,Tokyo City University,2022
1201,Tokyo Denki University,2022
1201,Tokyo University of Marine Science and Technology,2022
1201,Tokyo University of Pharmacy and Life Sciences,2022
1201,Tokyo University of Science,2022
1201,Tomas Bata University in Zlín,2022
1201,Tomsk State University of Control Systems and Radioelectronics,2022
1201,Tottori University,2022
1201,University of Toyama,2022
1201,Toyo University,2022
1201,Toyohashi University of Technology (TUT),2022
1201,Transilvania University of Brașov,2022
1201,Tunghai University,2022
1201,University of Tyumen,2022
1201,Tzu Chi University,2022
1201,Ufa State Aviation Technical University,2022
1201,Unisinos University,2022
1201,Universiti Malaysia Terengganu (UMT),2022
1201,Universiti Tun Hussein Onn Malaysia (UTHM),2022
1201,Utsunomiya University,2022
1201,University of Valladolid,2022
1201,University of Valparaíso,2022
1201,"University of Veterinary and Animal Sciences, Lahore",2022
1201,Vietnam National University (Ho Chi Minh City),2022
1201,V.N. Karazin Kharkiv National University,2022
1201,Voronezh State University,2022
1201,VSB - Technical University of Ostrava,2022
1201,Vytautas Magnus University,2022
1201,University of Warmia and Mazury in Olsztyn,2022
1201,Warsaw University of Life Sciences – SGGW,2022
1201,Warsaw University of Technology,2022
1201,Western Kentucky University,2022
1201,Western Michigan University,2022
1201,West University of Timişoara,2022
1201,Wrocław University of Environmental and Life Sciences,2022
1201,Wrocław University of Science and Technology,2022
1201,University of Wrocław,2022
1201,Yamagata University,2022
1201,Yamaguchi University,2022
1201,University of Yamanashi,2022
1201,Yanshan University,2022
1201,Yarmouk University,2022
1201,Yazd University,2022
1201,Yeditepe University,2022
1201,Yokohama National University,2022
1201,Yuan Ze University,2022
1201,Yuri Gagarin State Technical University of Saratov (SSTU),2022
1201,Yuriy Fedkovych Chernivtsi National University,2022
1201,Zonguldak Bülent Ecevit University,2022
1,University of Oxford,2023
2,Harvard University,2023
3,University of Cambridge,2023
3,Stanford University,2023
5,Massachusetts Institute of Technology,2023
6,California Institute of Technology,2023
7,Princeton University,2023
8,"University of California, Berkeley",2023
9,Yale University,2023
10,Imperial College London,2023
11,Columbia University,2023
11,ETH Zurich,2023
13,The University of Chicago,2023
14,University of Pennsylvania,2023
15,Johns Hopkins University,2023
16,Tsinghua University,2023
17,Peking University,2023
18,University of Toronto,2023
19,National University of Singapore,2023
20,Cornell University,2023
21,"University of California, Los Angeles",2023
22,UCL,2023
23,University of Michigan-Ann Arbor,2023
24,New York University,2023
25,Duke University,2023
26,Northwestern University,2023
26,University of Washington,2023
28,Carnegie Mellon University,2023
29,University of Edinburgh,2023
30,Technical University of Munich,2023
31,University of Hong Kong,2023
32,"University of California, San Diego",2023
33,LMU Munich,2023
34,University of Melbourne,2023
35,King’s College London,2023
36,"Nanyang Technological University, Singapore",2023
37,London School of Economics and Political Science,2023
38,Georgia Institute of Technology,2023
39,The University of Tokyo,2023
40,University of British Columbia,2023
41,École Polytechnique Fédérale de Lausanne,2023
42,KU Leuven,2023
43,Universität Heidelberg,2023
44,Monash University,2023
45,Chinese University of Hong Kong,2023
46,McGill University,2023
47,Paris Sciences et Lettres – PSL Research University Paris,2023
48,University of Illinois at Urbana-Champaign,2023
49,Karolinska Institute,2023
50,University of Texas at Austin,2023
51,Fudan University,2023
52,Shanghai Jiao Tong University,2023
53,The University of Queensland,2023
54,University of Manchester,2023
54,The University of Sydney,2023
56,Seoul National University,2023
57,Washington University in St Louis,2023
58,The Hong Kong University of Science and Technology,2023
59,Wageningen University & Research,2023
60,University of Amsterdam,2023
61,Brown University,2023
62,Australian National University,2023
63,"University of California, Davis",2023
64,"University of California, Santa Barbara",2023
65,University of Southern California,2023
66,Utrecht University,2023
67,Zhejiang University,2023
68,Kyoto University,2023
69,University of North Carolina at Chapel Hill,2023
70,Delft University of Technology,2023
71,Boston University,2023
71,UNSW Sydney,2023
73,Charité - Universitätsmedizin Berlin,2023
74,University of Science and Technology of China,2023
75,University of Groningen,2023
76,University of Bristol,2023
77,Leiden University,2023
78,Yonsei University (Seoul campus),2023
79,Hong Kong Polytechnic University,2023
80,Erasmus University Rotterdam,2023
81,University of Wisconsin-Madison,2023
82,Emory University,2023
82,University of Glasgow,2023
82,University of Zurich,2023
85,McMaster University,2023
86,Humboldt University of Berlin,2023
86,University of Tübingen,2023
88,University of Adelaide,2023
89,University of Bonn,2023
90,Sorbonne University,2023
91,Free University of Berlin,2023
91,Korea Advanced Institute of Science and Technology (KAIST),2023
93,Université Paris-Saclay,2023
94,University of Bern,2023
95,"University of California, Irvine",2023
95,Institut Polytechnique de Paris,2023
95,Nanjing University,2023
98,Vanderbilt University,2023
99,City University of Hong Kong,2023
99,RWTH Aachen University,2023
101,University of Basel,2023
101,King Abdulaziz University,2023
101,University of Minnesota,2023
104,"University of Maryland, College Park",2023
104,University of Warwick,2023
106,Michigan State University,2023
107,Ghent University,2023
108,University of Birmingham,2023
108,University of Southampton,2023
110,University of Helsinki,2023
111,University of Montreal,2023
112,Ohio State University (Main campus),2023
113,University of Freiburg,2023
114,University of Copenhagen,2023
114,Université Paris Cité,2023
114,University of Sheffield,2023
117,Aarhus University,2023
118,University of Alberta,2023
119,University of Göttingen,2023
119,Lund University,2023
121,Vrije Universiteit Amsterdam,2023
122,Lancaster University,2023
123,Dartmouth College,2023
124,Queen Mary University of London,2023
124,University of Vienna,2023
126,University of Oslo,2023
127,Purdue University West Lafayette,2023
128,University of Hamburg,2023
128,University of Leeds,2023
130,University of Nottingham,2023
131,University of Antwerp,2023
131,The University of Western Australia,2023
133,University of Technology Sydney,2023
134,Case Western Reserve University,2023
135,University of Lausanne,2023
136,Georgetown University,2023
137,University of Exeter,2023
137,University of Ottawa,2023
139,University of Auckland,2023
139,Newcastle University,2023
139,Radboud University Nijmegen,2023
139,University of Würzburg,2023
139,University of York,2023
144,University of Pittsburgh-Pittsburgh campus,2023
145,Maastricht University,2023
146,University of Cologne,2023
147,Rice University,2023
148,University of Colorado Boulder,2023
